nucleo,processo,vara,data,prioridades,dias
5ª CC,0000058-57.2023.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,21/02/2025,Sem prioridade,13
5ª CC,0000304-29.2018.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,25/02/2025,Sem prioridade,9
5ª CC,0000649-82.2024.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,06/03/2025,Prioridade Legal,0
4ª CCJ,0000888-62.2019.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,27/02/2025,Sem prioridade,6
5ª CC,0000966-22.2020.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,06/03/2025,Prioridade Legal,0
5ª CC,0002332-28.2022.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,24/02/2025,Prioridade Legal,10
5ª CC,0002406-58.2017.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,06/03/2025,Sem prioridade,0
4ª CCJ,0003126-49.2022.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,06/02/2025,Sem prioridade,27
4ª CCJ,0001089-94.2006.8.17.0100,2ª Vara Cível da Comarca de Abreu e Lima,12/02/2025,Sem prioridade,22
4ª CCJ,0003035-90.2021.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,14/02/2025,Sem prioridade,20
5ª CC,0003989-68.2023.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,24/02/2025,Sem prioridade,10
5ª CC,0000692-87.2022.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,26/02/2025,Sem prioridade,8
4ª CCJ,0002748-30.2021.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,05/02/2025,Sem prioridade,29
4ª CCJ,0003237-67.2021.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,19/02/2025,Prioridade Legal,14
2ª CC,0000152-02.2022.8.17.4990,Vara Criminal da Comarca de Abreu e Lima,27/02/2025,Prioridade Legal,7
2ª CC,0000661-71.2021.8.17.5990,Vara Criminal da Comarca de Abreu e Lima,27/02/2025,Sem prioridade,7
2ª CC,0001079-38.2023.8.17.5990,Vara Criminal da Comarca de Abreu e Lima,26/02/2025,Sem prioridade,8
2ª CC,0003160-95.2018.8.17.0990,Vara Criminal da Comarca de Abreu e Lima,23/02/2025,Sem prioridade,11
2ª CC,0003967-47.2020.8.17.0990,Vara Criminal da Comarca de Abreu e Lima,25/02/2025,Sem prioridade,9
2ª CC,0000215-54.2021.8.17.0110,1ª Vara Criminal da Comarca de Afogados da Ingazeira,20/02/2025,Sem prioridade,14
6ª CCJ,0000297-36.2020.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,06/02/2025,Sem prioridade,28
6ª CCJ,0000426-70.2022.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,31/01/2025,Sem prioridade,34
6ª CCJ,0001100-19.2020.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,30/01/2025,Sem prioridade,35
6ª CCJ,0001178-71.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001200-32.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001201-17.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,8
6ª CCJ,0001220-62.2020.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,28/01/2025,Sem prioridade,36
6ª CCJ,0001274-87.2015.8.17.0110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Sem prioridade,14
6ª CCJ,0001289-02.2017.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,04/02/2025,Sem prioridade,30
7ª CC,0001436-23.2020.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Sem prioridade,8
6ª CCJ,0001474-40.2017.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,13/02/2025,Prioridade Legal,21
6ª CCJ,0001586-62.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,21/02/2025,Prioridade Legal,13
6ª CCJ,0001602-16.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001672-33.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001712-15.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001722-59.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001733-88.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,8
6ª CCJ,0001740-80.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001786-69.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001833-43.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,8
6ª CCJ,0001834-28.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
7ª CC,0001843-87.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,8
6ª CCJ,0001844-72.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,21/02/2025,Prioridade Legal,13
6ª CCJ,0001851-64.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,05/02/2025,Prioridade Legal,29
6ª CCJ,0001854-19.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,21/02/2025,Prioridade Legal,13
6ª CCJ,0001864-63.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,14
6ª CCJ,0001873-25.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,8
6ª CCJ,0001994-53.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,21/02/2025,Prioridade Legal,13
6ª CCJ,0001995-38.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,27/02/2025,Prioridade Legal,7
6ª CCJ,0002403-34.2021.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,05/02/2025,Sem prioridade,29
7ª CC,0000012-38.2023.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,02/03/2025,Sem prioridade,4
6ª CCJ,0000135-75.2019.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,23
6ª CCJ,0000145-22.2019.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,31/01/2025,Sem prioridade,34
7ª CC,0000203-79.2017.8.17.0110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,05/03/2025,Sem prioridade,1
7ª CC,0000263-61.2020.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,20/02/2025,Sem prioridade,14
6ª CCJ,0000362-02.2018.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,21/02/2025,Sem prioridade,13
6ª CCJ,0000648-14.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,23
6ª CCJ,0000684-85.2019.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,31/01/2025,Sem prioridade,34
6ª CCJ,0001366-98.2023.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,23
6ª CCJ,0001405-61.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,18/02/2025,Prioridade Legal,16
6ª CCJ,0001442-30.2020.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,17/02/2025,Sem prioridade,17
7ª CC,0001461-02.2021.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,27/02/2025,Sem prioridade,7
6ª CCJ,0001669-88.2018.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,23
6ª CCJ,0002174-16.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,06/02/2025,Sem prioridade,28
6ª CCJ,0002293-74.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,10/02/2025,Sem prioridade,24
6ª CCJ,0002319-72.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,23
6ª CCJ,0003374-14.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,07/02/2025,Prioridade Legal,27
6ª CCJ,0000024-56.2022.8.17.2120,Vara Única da Comarca de Afrânio,14/02/2025,Sem prioridade,20
7ª CC,0000025-70.2024.8.17.2120,Vara Única da Comarca de Afrânio,26/02/2025,Prioridade Legal,8
7ª CC,0000029-79.2013.8.17.0120,Vara Única da Comarca de Afrânio,24/02/2025,Sem prioridade,10
6ª CCJ,0000101-66.2013.8.17.0120,Vara Única da Comarca de Afrânio,24/02/2025,Sem prioridade,10
7ª CC,0000306-31.2021.8.17.2120,Vara Única da Comarca de Afrânio,25/02/2025,Sem prioridade,9
6ª CCJ,0000318-79.2020.8.17.2120,Vara Única da Comarca de Afrânio,19/02/2025,Prioridade Legal,15
7ª CC,0000321-35.2011.8.17.0120,Vara Única da Comarca de Afrânio,26/02/2025,Sem prioridade,8
7ª CC,0000400-76.2021.8.17.2120,Vara Única da Comarca de Afrânio,25/02/2025,Sem prioridade,9
6ª CCJ,0000439-10.2020.8.17.2120,Vara Única da Comarca de Afrânio,25/02/2025,Prioridade Legal,9
6ª CCJ,0000514-20.2018.8.17.2120,Vara Única da Comarca de Afrânio,26/02/2025,Prioridade Legal,8
7ª CC,0000566-80.2010.8.17.0120,Vara Única da Comarca de Afrânio,20/02/2025,Sem prioridade,14
7ª CC,0000672-42.2010.8.17.0120,Vara Única da Comarca de Afrânio,20/02/2025,Sem prioridade,14
7ª CC,0000739-94.2016.8.17.0120,Vara Única da Comarca de Afrânio,24/02/2025,Sem prioridade,10
5ª CCJ,0000550-22.2024.8.17.2130,Vara Única da Comarca de Agrestina,18/02/2025,Sem prioridade,15
5ª CCJ,0000553-74.2024.8.17.2130,Vara Única da Comarca de Agrestina,18/02/2025,Sem prioridade,15
6ª CC,0000060-46.2020.8.17.2160,Vara Única da Comarca de Alagoinha,26/02/2025,Sem prioridade,8
6ª CC,0000137-26.2018.8.17.2160,Vara Única da Comarca de Alagoinha,25/02/2025,Prioridade Legal,9
5ª CCJ,0000151-39.2020.8.17.2160,Vara Única da Comarca de Alagoinha,13/02/2025,Sem prioridade,21
5ª CCJ,0000175-38.2018.8.17.2160,Vara Única da Comarca de Alagoinha,18/02/2025,Sem prioridade,16
5ª CCJ,0000243-46.2022.8.17.2160,Vara Única da Comarca de Alagoinha,19/02/2025,Sem prioridade,15
6ª CC,0000275-27.2017.8.17.2160,Vara Única da Comarca de Alagoinha,26/02/2025,Prioridade Legal,8
6ª CC,0000385-21.2020.8.17.2160,Vara Única da Comarca de Alagoinha,26/02/2025,Sem prioridade,8
6ª CC,0000387-88.2020.8.17.2160,Vara Única da Comarca de Alagoinha,25/02/2025,Prioridade Legal,9
5ª CCJ,0000495-16.2014.8.17.0160,Vara Única da Comarca de Alagoinha,19/02/2025,Sem prioridade,15
6ª CC,0000546-60.2022.8.17.2160,Vara Única da Comarca de Alagoinha,24/02/2025,Prioridade Legal,10
6ª CC,0000632-70.2018.8.17.2160,Vara Única da Comarca de Alagoinha,26/02/2025,Sem prioridade,8
6ª CC,0000729-65.2021.8.17.2160,Vara Única da Comarca de Alagoinha,25/02/2025,Prioridade Legal,9
6ª CC,0000751-26.2021.8.17.2160,Vara Única da Comarca de Alagoinha,27/02/2025,Sem prioridade,7
6ª CC,0000940-04.2021.8.17.2160,Vara Única da Comarca de Alagoinha,25/02/2025,Prioridade Legal,9
6ª CC,0001084-70.2024.8.17.2160,Vara Única da Comarca de Alagoinha,25/02/2025,Sem prioridade,9
4ª CCJ,0000053-20.2014.8.17.0170,Vara Única da Comarca de Aliança,10/02/2025,Sem prioridade,24
4ª CCJ,0000055-62.2018.8.17.2170,Vara Única da Comarca de Aliança,27/02/2025,Sem prioridade,7
5ª CC,0000065-09.2018.8.17.2170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,8
4ª CCJ,0000130-72.2016.8.17.2170,Vara Única da Comarca de Aliança,24/02/2025,Sem prioridade,10
4ª CCJ,0000136-70.2013.8.17.0170,Vara Única da Comarca de Aliança,21/02/2025,Sem prioridade,12
5ª CC,0000198-85.2017.8.17.2170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,8
5ª CC,0000223-35.2016.8.17.2170,Vara Única da Comarca de Aliança,21/02/2025,Sem prioridade,13
4ª CCJ,0000237-10.2013.8.17.0170,Vara Única da Comarca de Aliança,12/02/2025,Sem prioridade,22
4ª CCJ,0000244-74.2017.8.17.2170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,9
5ª CC,0000321-83.2017.8.17.2170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,8
4ª CCJ,0000361-03.2007.8.17.0170,Vara Única da Comarca de Aliança,11/02/2025,Sem prioridade,23
4ª CCJ,0000361-56.2014.8.17.0170,Vara Única da Comarca de Aliança,21/02/2025,Sem prioridade,13
5ª CC,0000420-39.2017.8.17.0170,Vara Única da Comarca de Aliança,24/02/2025,Sem prioridade,10
4ª CCJ,0000439-31.2006.8.17.0170,Vara Única da Comarca de Aliança,19/02/2025,Sem prioridade,14
4ª CCJ,0000524-80.2007.8.17.0170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,8
4ª CCJ,0000551-53.2013.8.17.0170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,8
4ª CCJ,0000663-22.2013.8.17.0170,Vara Única da Comarca de Aliança,11/02/2025,Sem prioridade,23
5ª CC,0000698-15.2021.8.17.2170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,8
4ª CCJ,0000772-65.2015.8.17.0170,Vara Única da Comarca de Aliança,12/02/2025,Sem prioridade,22
4ª CCJ,0000833-56.2023.8.17.2170,Vara Única da Comarca de Aliança,19/02/2025,Sem prioridade,15
4ª CCJ,0000845-70.2023.8.17.2170,Vara Única da Comarca de Aliança,19/02/2025,Sem prioridade,15
5ª CC,0000919-27.2023.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Prioridade Legal,8
5ª CC,0001023-62.2022.8.17.4980,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,9
4ª CCJ,0001044-63.2021.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Sem prioridade,8
4ª CCJ,0001157-17.2021.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Sem prioridade,8
4ª CCJ,0001365-64.2022.8.17.2170,Vara Única da Comarca de Aliança,19/02/2025,Sem prioridade,14
4ª CCJ,0001371-08.2021.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Prioridade Legal,7
4ª CCJ,0001480-22.2021.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Sem prioridade,7
6ª CC,0000012-23.2014.8.17.0180,Vara Única da Comarca de Altinho,24/02/2025,Sem prioridade,10
6ª CC,0000064-23.2020.8.17.2180,Vara Única da Comarca de Altinho,24/02/2025,Sem prioridade,10
5ª CCJ,0000164-75.2020.8.17.2180,Vara Única da Comarca de Altinho,24/02/2025,Sem prioridade,10
5ª CCJ,0000174-22.2020.8.17.2180,Vara Única da Comarca de Altinho,24/02/2025,Sem prioridade,10
5ª CCJ,0000330-05.2023.8.17.2180,Vara Única da Comarca de Altinho,24/02/2025,Sem prioridade,10
6ª CC,0000708-24.2024.8.17.2180,Vara Única da Comarca de Altinho,25/02/2025,Sem prioridade,9
4ª CCJ,0000095-18.2017.8.17.3160,Vara Única da Comarca de Amaraji,26/02/2025,Sem prioridade,7
5ª CC,0000108-52.2007.8.17.0190,Vara Única da Comarca de Amaraji,26/02/2025,Sem prioridade,8
4ª CCJ,0000145-73.2019.8.17.3160,Vara Única da Comarca de Amaraji,12/02/2025,Prioridade Legal,22
5ª CC,0000159-29.2008.8.17.0190,Vara Única da Comarca de Amaraji,27/02/2025,Sem prioridade,7
5ª CC,0000185-90.2009.8.17.0190,Vara Única da Comarca de Amaraji,25/02/2025,Sem prioridade,9
4ª CCJ,0000462-95.2024.8.17.2190,Vara Única da Comarca de Amaraji,19/02/2025,Sem prioridade,15
5ª CC,0000713-50.2023.8.17.2190,Vara Única da Comarca de Amaraji,27/02/2025,Super prioridade,7
5ª CC,0000822-35.2021.8.17.2190,Vara Única da Comarca de Amaraji,25/02/2025,Sem prioridade,9
5ª CC,0000830-41.2023.8.17.2190,Vara Única da Comarca de Amaraji,24/02/2025,Sem prioridade,10
7ª CC,0000742-85.2007.8.17.0210,1ª Vara Cível da Comarca de Araripina,20/02/2025,Sem prioridade,14
7ª CC,0000918-35.2005.8.17.0210,1ª Vara Cível da Comarca de Araripina,24/02/2025,Sem prioridade,10
7ª CC,0001015-49.2016.8.17.0210,1ª Vara Cível da Comarca de Araripina,25/02/2025,Sem prioridade,9
7ª CC,0001078-74.2016.8.17.0210,1ª Vara Cível da Comarca de Araripina,21/02/2025,Sem prioridade,13
7ª CC,0001487-59.2019.8.17.2210,1ª Vara Cível da Comarca de Araripina,25/02/2025,Prioridade Legal,9
7ª CC,0001651-58.2018.8.17.2210,1ª Vara Cível da Comarca de Araripina,25/02/2025,Sem prioridade,9
7ª CC,0001739-62.2019.8.17.2210,1ª Vara Cível da Comarca de Araripina,21/02/2025,Sem prioridade,13
7ª CC,0002269-91.2015.8.17.0210,1ª Vara Cível da Comarca de Araripina,21/02/2025,Sem prioridade,13
6ª CCJ,0002740-14.2021.8.17.2210,1ª Vara Cível da Comarca de Araripina,18/02/2025,Prioridade Legal,16
7ª CC,0001076-90.2005.8.17.0210,2ª Vara Cível da Comarca de Araripina,24/02/2025,Sem prioridade,10
7ª CC,0001370-97.2021.8.17.2210,2ª Vara Cível da Comarca de Araripina,26/02/2025,Sem prioridade,8
7ª CC,0001699-07.2024.8.17.2210,2ª Vara Cível da Comarca de Araripina,24/02/2025,Sem prioridade,10
7ª CC,0002010-95.2024.8.17.2210,2ª Vara Cível da Comarca de Araripina,25/02/2025,Sem prioridade,9
2ª CC,0000424-14.2018.8.17.1020,Vara Criminal da Comarca de Araripina,27/02/2025,Sem prioridade,7
2ª CC,0001797-90.2015.8.17.0210,Vara Criminal da Comarca de Araripina,22/02/2025,Sem prioridade,12
2ª CC,0001842-31.2014.8.17.0210,Vara Criminal da Comarca de Araripina,22/02/2025,Sem prioridade,12
2ª CC,0000076-23.2023.8.17.4220,1ª Vara Criminal da Comarca de Arcoverde,28/02/2025,Sem prioridade,6
2ª CC,0000102-62.2022.8.17.5220,1ª Vara Criminal da Comarca de Arcoverde,26/02/2025,Sem prioridade,8
2ª CC,0000219-81.2023.8.17.2160,1ª Vara Criminal da Comarca de Arcoverde,19/02/2025,Sem prioridade,15
2ª CC,0003740-83.2013.8.17.0220,1ª Vara Criminal da Comarca de Arcoverde,01/03/2025,Sem prioridade,5
7ª CC,0000222-26.2018.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,21/02/2025,Sem prioridade,13
6ª CCJ,0000655-88.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,13/02/2025,Sem prioridade,21
6ª CCJ,0000729-79.2021.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,25/01/2025,Prioridade Legal,39
7ª CC,0000818-39.2020.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,28/02/2025,Sem prioridade,6
6ª CCJ,0001382-18.2020.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,03/02/2025,Sem prioridade,31
6ª CCJ,0001390-98.2008.8.17.0220,1ª Vara Cível da Comarca de Arcoverde,27/02/2025,Sem prioridade,7
6ª CCJ,0002018-52.2018.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,26/02/2025,Sem prioridade,8
7ª CC,0002143-11.2015.8.17.0220,1ª Vara Cível da Comarca de Arcoverde,27/02/2025,Sem prioridade,7
7ª CC,0002363-13.2021.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,20/02/2025,Sem prioridade,14
6ª CCJ,0003915-08.2024.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,17/02/2025,Sem prioridade,17
6ª CCJ,0003993-70.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,05/02/2025,Sem prioridade,29
6ª CCJ,0004626-81.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,26/02/2025,Prioridade Legal,8
7ª CC,0005343-59.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,24/02/2025,Sem prioridade,10
6ª CCJ,0005399-29.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,19/02/2025,Sem prioridade,15
6ª CCJ,0007102-58.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,06/02/2025,Prioridade Legal,28
6ª CCJ,0007116-42.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,05/02/2025,Sem prioridade,29
6ª CCJ,0007117-27.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,06/02/2025,Prioridade Legal,28
6ª CCJ,0000795-59.2021.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,06/02/2025,Sem prioridade,28
7ª CC,0001906-74.2015.8.17.0220,2ª Vara Cível da Comarca de Arcoverde,24/02/2025,Sem prioridade,10
6ª CCJ,0002161-65.2023.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,27/01/2025,Prioridade Legal,38
7ª CC,0003272-50.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,04/03/2025,Prioridade Legal,2
7ª CC,0003845-88.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,26/02/2025,Prioridade Legal,8
7ª CC,0004190-54.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,04/03/2025,Prioridade Legal,2
7ª CC,0004312-67.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,04/03/2025,Prioridade Legal,2
7ª CC,0004818-43.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,04/03/2025,Prioridade Legal,2
7ª CC,0005617-23.2023.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,26/02/2025,Sem prioridade,8
7ª CC,0006076-25.2023.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,25/02/2025,Sem prioridade,9
7ª CC,0007620-48.2023.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,24/02/2025,Sem prioridade,10
7ª CC,0007748-68.2023.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,26/02/2025,Prioridade Legal,8
4ª CCJ,0000348-42.2012.8.17.0230,Vara Única da Comarca de Barreiros,27/02/2025,Sem prioridade,7
4ª CCJ,0001087-44.2014.8.17.0230,Vara Única da Comarca de Barreiros,06/02/2025,Sem prioridade,28
5ª CCJ,0000198-38.2019.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,26/02/2025,Sem prioridade,8
5ª CCJ,0000551-73.2022.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,24/02/2025,Sem prioridade,10
5ª CCJ,0001259-26.2022.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,17/02/2025,Sem prioridade,17
5ª CCJ,0001708-18.2021.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,26/02/2025,Sem prioridade,8
6ª CC,0001849-33.2015.8.17.0260,1ª Vara Cível da Comarca de Belo Jardim,24/02/2025,Sem prioridade,10
6ª CC,0002186-31.2018.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,25/02/2025,Sem prioridade,9
5ª CCJ,0002715-45.2021.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,24/02/2025,Sem prioridade,10
5ª CCJ,0003622-83.2022.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,24/02/2025,Sem prioridade,10
6ª CC,0000158-17.2023.8.17.2260,2ª Vara Cível da Comarca de Belo Jardim,27/02/2025,Prioridade Legal,7
6ª CC,0001588-10.2011.8.17.0260,2ª Vara Cível da Comarca de Belo Jardim,24/02/2025,Sem prioridade,10
2ª CC,0001325-03.2018.8.17.1110,Vara Criminal da Comarca de Belo Jardim,26/02/2025,Sem prioridade,8
2ª CC,0001523-44.2013.8.17.0260,Vara Criminal da Comarca de Belo Jardim,27/02/2025,Prioridade Legal,7
7ª CC,0000011-67.2021.8.17.5620,Vara Única da Comarca de Belém São Francisco,26/02/2025,Sem prioridade,8
6ª CCJ,0000056-93.2021.8.17.2250,Vara Única da Comarca de Belém São Francisco,04/02/2025,Sem prioridade,30
6ª CCJ,0000130-79.2023.8.17.2250,Vara Única da Comarca de Belém São Francisco,10/02/2025,Prioridade Legal,24
6ª CCJ,0000147-91.2018.8.17.2250,Vara Única da Comarca de Belém São Francisco,29/01/2025,Sem prioridade,36
7ª CC,0000233-96.2017.8.17.2250,Vara Única da Comarca de Belém São Francisco,26/02/2025,Sem prioridade,8
6ª CCJ,0000274-79.1999.8.17.0250,Vara Única da Comarca de Belém São Francisco,28/02/2025,Sem prioridade,6
6ª CCJ,0000319-24.2015.8.17.0250,Vara Única da Comarca de Belém São Francisco,20/02/2025,Sem prioridade,14
6ª CCJ,0000583-07.2016.8.17.0250,Vara Única da Comarca de Belém São Francisco,18/02/2025,Sem prioridade,16
6ª CCJ,0000674-04.2022.8.17.2250,Vara Única da Comarca de Belém São Francisco,29/01/2025,Prioridade Legal,36
6ª CCJ,0000697-47.2022.8.17.2250,Vara Única da Comarca de Belém São Francisco,29/01/2025,Prioridade Legal,36
7ª CC,0000750-34.2010.8.17.0250,Vara Única da Comarca de Belém São Francisco,26/02/2025,Sem prioridade,8
7ª CC,0000880-52.2021.8.17.2250,Vara Única da Comarca de Belém São Francisco,24/02/2025,Sem prioridade,10
6ª CCJ,0000905-27.2016.8.17.0250,Vara Única da Comarca de Belém São Francisco,25/02/2025,Sem prioridade,9
6ª CCJ,0001032-03.2021.8.17.2250,Vara Única da Comarca de Belém São Francisco,29/01/2025,Prioridade Legal,36
6ª CC,0000506-14.2019.8.17.2280,1ª Vara da Comarca de Bezerros,21/02/2025,Sem prioridade,13
6ª CC,0000835-55.2021.8.17.2280,1ª Vara da Comarca de Bezerros,21/02/2025,Sem prioridade,13
6ª CC,0001527-54.2021.8.17.2280,1ª Vara da Comarca de Bezerros,21/02/2025,Sem prioridade,13
6ª CC,0002416-71.2022.8.17.2280,1ª Vara da Comarca de Bezerros,21/02/2025,Sem prioridade,13
6ª CC,0002689-16.2023.8.17.2280,1ª Vara da Comarca de Bezerros,20/02/2025,Sem prioridade,14
6ª CC,0000024-57.2022.8.17.4480,2ª Vara da Comarca de Bezerros,27/02/2025,Sem prioridade,7
6ª CC,0000078-27.2022.8.17.2280,2ª Vara da Comarca de Bezerros,25/02/2025,Sem prioridade,9
